TICKET,APAR,SUMMARY,COMPONENT,SUBCOMPONENT1,SUBCOMPONENT2,SUBCOMPONENT3,RELEASE_NOTE
SPM-132321,DT036886,"Third party link does not open when using custom code to facilitate opening of this link in a separate tab ",CEF,,,,"*Issue Description:*
In Cúram, when a custom third party link is configured to open in a separate browser tab from the ACTION&#95;CONTROL tag inside the ACTION&#95;SET, it is failing to open the URL in a new tab. 

*User Interface Impact:* No

*Prerequisites:*
Configure a custom third-party URL to open in a separate browser tab and close the modal it was actioned from. 

*Steps to Reproduce:*

# Log in as a caseworker.
# Navigate to the custom UIM.
# Click the action control with the custom JavaScript configured.
# Issue: When the JavaScript function has been executed, the third-party URL does not open in a new tab.

*Resolution:*  
This issue has been fixed so that users can configure a third-party URL along with any custom JavaScript. The execution order ensures that the third-party URL opens first in a new tab, followed by the execution of any configured JavaScript.

"
SPM-132308,,URL links created in notes using the Rich Text Editor do not launch the URL in a new window when specified to do so,ENT,,,Widgets,"*Issue Description:*
During the creation of a note, a URL link can be added to the notes text and the user can specify that the link is to open in a new window. After the note is saved and the link is clicked, the page specified by the link does not open in a new window. 

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# Navigate to the Client Contact tab and select New Note. 
# Add the subject text and in the editor add the text 'Google', select the entire 'Google' text and click the URL icon.
# From the URL link modal, add the URL ?[https://www.google.com/|https://www.google.com/]', select the check box 'Open link in new window' and click OK.
# Save the note.
# From the notes list page, select the toggle to expand the note.
# Issue: When clicking on the link, the URL specified in the link is not opened in a new window. 

*Resolution:*
This issue has been resolved. A URL link saved as part of notes text will now open in a new window if that option is selected when that URL is being added. A slight adjustment of the filtering mechanism when notes are saved has been made to ensure this occurs. 

"
SPM-132300,DT036974,The Administrator column is not populated in the Work Queue list when the Work Queue search is turned on,CEF,Administration Suite,Workflow,,"*Issue Description:*
In Cúram, when the Search for Work Queue option is enabled, the Administrator column in the search results is not populated.

*User Interface Impact:* No 

*Prerequisites*:

# Log in as a system administrator.
# Navigate to Property Administration under Application Data in the shortcuts panel.
# Search for the property ?curam.core.admin.workQueuesearch.isenabled'.
# Edit the property?s value to YES and click Save.
# Publish the changes.

S*teps to Reproduce:*

# Log in as an administrator.
# Select Work Queues under the Workflow section in the shortcuts panel.
# In the Name field enter a value '%' and click the Search button.
# Issue: The Administrator column in the search results is not populated.

*Resolution:*
The query driving this search has been updated to fetch the administrator?s full name.

"
SPM-132290,,The overflow actions menu is missing for Nominees on the Nominee list page,CEF,,,,"*Issue Description:*
The inline overflow menu and menu items are not displayed on the Nominee list page when the ?curam.actionmenus.max-inline-items.list? property is set to 1. The user can?t carry out nominee actions other than New or Edit. 

*User Interface Impact:* No

*Prerequisites:*

# Log in as a system administrator.
# Navigate to Property Administration under Application Data in the shortcuts panel.
# Search for the property ?curam.actionmenus.max-inline-items.list?.
# Set the value to 1. 
# Save and publish the changes.

*Steps to Reproduce:*

*Scenario 1 (Generic):*

# Log in as a caseworker.
# Register a new Person and create an integrated case.
# Add evidence and apply changes to activate the evidence.
# Create an associated product delivery.
# On the product delivery, navigate to the Financials Tab and select the Nominees page.
# Issue: The overflow menu is not displayed so the user can?t access the actions for the Nominee.

*Scenario 2:*

# Log in as an Income Support caseworker.
# Register a new Person.
# Submit an Income Support Application for Food Assistance.
# Open the Income Support integrated case.
# Add and activate the necessary evidence on the integrated case to make the Food Assistance product delivery eligible.
# Authorize the product delivery.
# On the Food Assistance product delivery, navigate to the Financials Tab and select the Nominees page.
# Issue: The overflow actions menu and menu items are not displayed, so the user can?t access the actions for the Nominee. 

*Resolution:*
The overflow actions menu and menu items are now displaying correctly on the Nominee list page. 

"
SPM-132263,"DT036883, DT036290",Action buttons on the person home page are not displayed correctly when the page is rendered in a specific way,Look and Feel,,,,"*Issue Description:*
When selecting a link inside an inline page that opens a new tab, the page in the content panel does not open correctly.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# Open the person home page.
# Navigate to the Evidence tab.
# Select the toggle beside Addresses.
# Click the Case Participant link.
# Issue: The person home page opens, but the Add Picture and Remove Picture buttons are displayed centrally at the top of the page.

*Resolution:*
The link tag renderer has been updated to reset the screen context, allowing the correct display of the home page.


"
SPM-132211,DT036880,Conditional clusters can become misaligned and do not take the entire screen width,ENT,Application Development Environment,Infrastructure,,"*Issue Description:*
On dynamic evidence screens containing un-nested conditional clusters, layout issues are observed. Clusters are incorrectly displayed as left-aligned and much narrower than they should be.

*User Interface Impact:* Yes

*Prerequisites:*
There is no equivalent flow in the default Cúram application, so the following steps can be performed to allow the issue to be reproduced.

# Configure a dynamic UIM page which has four clusters and each cluster has one field:
## The first cluster does not have any condition and is therefore displayed.
## The second cluster has a condition that is not being satisfied, resulting in the cluster not being displayed.
## The third and fourth clusters both have a condition that is being satisfied, resulting in these clusters being displayed.
# Store the dynamic UIM page and the associated .properties file in the required directory (for example, ?./custom/data/initial/clob/?) and add entries in the APPRESOURCE.dmx file for them.
# For the server interface defined on the page, model the facade operation and implement the functionality to populate the boolean conditions used for displaying the conditional clusters. 
# Add the page to the application workspace. In this example, the page is added to the person home navigation as a new tab called ?TestDynamicUIM?.
# Perform the required builds.

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# Click the custom navigation item ?TestDynamicUIM? on the person tab.
# Issue: Clusters three and four are left-aligned and on the same row.  

*Resolution:*
On dynamic evidence screens containing un-nested conditional clusters, the displayed clusters are correctly aligned and use up the available real estate on the page.

"
SPM-132168,DT036878,The empty h1 heading on the Calendar page is causing an accessibility failure,CEF,Administration Suite,Calendaring/Scheduling,Accessibility,"*Issue Description:*
Empty h1 heading element on the calendar page is causing an accessibility violation.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Navigate to the Calendar tab.
# Issue: Scanning the page with an Accessibility Evaluation tool reveals an accessibility violation due to empty heading element.

*Resolution:*
The properties file is updated to populate appropriate text and the accessibility violation has been resolved.

"
SPM-132090,DT036903,List tables without actions menus are breaking words and not scrolling horizontally when zoomed,Look and Feel,,,,"*Issue Description:*
When inline action menus for lists are enabled, list tables without action menus do not use autolayout. As a result, they do not scroll horizontally when there isn't enough space, such as when zooming. Instead, words break to fit within the available space, making the table headers more difficult to read.

*User Interface Impact:* No 

*Steps to Reproduce (Generic):*

# Log in as a caseworker.
# Register a new person and create an integrated case.
# Zoom to 200%. 
# Issue: List tables column headers are breaking making them more difficult to read. 

*Resolution:*
Autolayout has been applied to all lists, and column headers now scroll horizontally when there isn't enough space to display the content within the table.

"
SPM-132074,DT036875,There is no clear differentiation between notes making it more difficult to read,Look and Feel,,,,"*Issue Description:*
When a note is appended and contains text with tables and links, there is little differentiation or spacing between the elements, making them difficult to read.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Navigate to a person home page.
# Click the Client Contact tab and select the Notes page.
# Use the New page action to add a note.
# Append a table and some hyperlinks to the note, then click Save.
# Issue: The notes have little separation or spacing between them, making it difficult for users to differentiate between them.

*Resolution:*
The CSS for the notes history has been updated to include a horizontal line separator, make the note author/timestamp bold, and add padding above and below the notes to improve differentiation.

"
SPM-131976,,The target 'precompilejsp' fails on WebSphere deployments,CEF,,,,"*Issue Description:*
The Ant target ?precompilejsp? fails when run on an IBM WebSphere Application Server as it runs out of heap space.

*User Interface Impact:* No

*Prerequisites:*
A large number of JSP pages using an Action control renderer must exist, exceeding the IBM WebSphere Application Server allowable heap space.

*Steps to Reproduce:*

# Run the Ant target ?precompilejsp? on an IBM WebSphere Application Server environment.
# Issue: The target fails as it runs out of heap space.

*Resolution:*
The ant target has been updated to resolve this error. The target will now run successfully.

"
SPM-131900,DT036871,Refresh issue on the Payments Issued Search page,CEF,Financial Management,Financials,,"*Issue Description:*
After either cancelling or reissuing a payment through the Payments Issued Search screen, an error is displayed, ?The page you have requested is not available. One possible cause for this is that you are not licensed for the necessary Cúram module. If that is the case, you can use the User Interface administration screens to remove these links.?

*User Interface Impact:* No

*Steps to Reproduce (Generic):*

# Log in as a caseworker.
# Register a new Person.
# Create an integrated case for the person.
# Add evidence to make the person eligible.
# Apply changes.
# Create an associated product delivery.
# Submit, approve and activate the product delivery.
# Log in as a financial user.
# Select ?Record a Manually Issued Payment? below Payments in the shortcuts panel.
# Search for and select the newly registered person.
## Select the case.
## Select the nominee.
## Set the Payment Date as today.
## Specify an Amount of $1000.
## Select the Delivery Method as Check.
# Navigate to the Payments Issued Search page.
# Search from today for the issued payment.
# Cancel the payment returned for the person.
# Issue: Modal closed but error message displayed, 'The page you have requested is not available. One possible cause is that you are not licensed for the necessary Cúram module. If that is the case, you can use the User Interface administration screens to remove these links.?

*Resolution:*
The Payments Issued Search screen was setting some unnecessary parameters when opening the Cancel Payment modal. These parameters have been removed and the search page is now returned correctly after cancelling the payment.

"
SPM-131860,,"Screen reader announces invisible non-actionable elements ",Accessibility,,,,"*Issue Description:*
The screen reader announces non-focused elements when attention is shifted from the shortcuts panel splitter to a different element.

*User Interface Impact:* No

*Steps to Reproduce:*

# Enable a screen reader.
# Log in as a caseworker.
# Select the Cases and Outcomes tab, ensuring all tabs are closed on the workspace.
# Navigate to the shortcuts splitter.
# Use the down arrow key to navigate to the content.
# Issue: The screen reader announces non-focused elements when attention is shifted from the shortcuts panel splitter to a different element when all the tabs are closed on the workspace.

*Resolution:*
The issue is resolved, the screen reader does not read the non-focused elements in the shortcuts panel when attention is shifted to a different element when all the tabs are closed on the workspace.

"
SPM-131859,DT036861,Screen reader does not announce required date fields as mandatory,Accessibility,,,,"*Issue Description:*
A screen reader does not announce required date fields as mandatory.

*User Interface Impact:* No

*Steps to Reproduce:*

*Scenario 1:*

# Enable a screen reader.
# Log in as a caseworker.
# Navigate to the Calendar tab.
# Select New Activity from the actions menu.
# On the New Activity modal, use the keyboard to navigate to the Start Date field. 
# Issue: The screen reader does not announce the field as mandatory.

*Scenario 2:*

# Enable a screen reader.
# Log in as a caseworker.
# Navigate to the register person screen.
# Navigate to the Date of Birth input field using the keyboard.
# Issue: The screen reader does not announce the field as mandatory.

*Resolution:*
All required date input fields are announced as mandatory in the same manner as text fields.

"
SPM-131770,DT036858,"Numeric values are not right-aligned, and labels do not fill available space in the calculation cluster",Look and Feel,Income Support CGISS,Eligibility & Entitlement,,"*Issue Description:*
In Cúram, labels wrap instead of filling the available space in the calculation cluster on product delivery case decision summary pages, and numeric values are not right-aligned making the summary harder to read.  

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an Income Support caseworker.
# Register a new Person.
# Submit an Income Support application for Food Assistance.
# Open the Income Support integrated case.
# Add and activate the necessary evidence on the integrated case to make the Food Assistance product delivery eligible.
# Check Eligibility to confirm you are eligible for the selected programs.
# Authorize the programs.
# Navigate to the Related Cases tab on the application and open the newly created Income Support integrated case.
# Click the Determinations tab.
# Click the decision period date to open the Food Assistance decision summary page.
# Issue: Labels are wrapping unnecessarily and the numeric values are not right aligned.

*Resolution:*
The layout of the product delivery case decision summary page has been improved. Labels now fill the available horizontal space and numeric values are right-aligned.

*Technical:*
The CSS for the following class names has been updated in order to align properly with V8 HTML markup:

* cgiss-display-calculationCluster
* cgiss-display-removeMargin
* cgiss-display-totalAmountCluster
* hcr-display-calculationCluster
* hcr-display-removeMargin
* hcr-display-totalAmountCluster

"
SPM-131740,DT036855,Nested conditional clusters configured in dynamic UIM are not rendering correctly,ENT,Application Development Environment,Infrastructure,,"*Issue Description:*
On dynamic UIMs with nested conditional clusters, layout issues occur where the clusters are incorrectly left-aligned and appear much narrower than intended.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an Income Support caseworker.
# Register a new Person.
# Create a New Application, select Food Assistance, and complete the application.
# Navigate to the Applications tab on the person home page.
# Click the newly created application.
# Add Work Registration and Head of Household evidence for Food Assistance.
# Verify all evidence. 
# From the actions menu on the evidence page, select Apply Changes, select all evidence via the multi-select and click Save.
# Check Eligibility to confirm you are eligible for Food Assistance.
# Select Ready for Determination from the tab menu and click Yes on the confirmation modal.
# Authorise the Food Assistance program.
# Navigate to the Related Cases tab on the application and open the newly created Income Support integrated case.
# Navigate to the Food Assistance product delivery case, approve and activate the case.
# Click the Determinations tab.
# Click the decision period date to open the Food Assistance decision summary page.
# Issue: The clusters are left-aligned and are much narrower than they should be as most of the real estate on that page is not being used.

*Resolution:*
On dynamic UIM screens with nested conditional clusters, the clusters are now properly aligned and make optimal use of the available space on the page or modal.

"
SPM-131681,DT036853,Long codetable descriptions are truncated and the full description can only be accessed via the keyboard tooltip,Accessibility,,Infrastructure,Accessibility,"*Issue Description:*
Codetable descriptions are truncated when they are too long to fit in the drop-down menu.

*User Interface Impact:* No

*Prerequisites:*

# Update a codetable description, such as Benefit Fraud in the CT_InvestigateConfigType.ctx codetable file, to make the codetable description a long text string.
# Rebuild the database and restart the application.

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# Click the Issues and Proceedings tab and select Investigations.
# Click the New page-level action.
# Click the arrow on the Type drop-down to see the entries.
# Issue: The Benefit Fraud entry contains a long text value that is being truncated.

*Resolution:*
The codetable drop-down menu items now display the entire codetable descriptions for long text values. For long descriptions, the description text is wrapped rather than truncated.

"
SPM-131680,DT036852,Long codetable descriptions are truncated and the full details are not readable,Accessibility,,,,"*Issue Description:*
Codetable descriptions are truncated when they are too long to fit in the containing combo box drop-down menu widget. This makes the codetable drop-down items unreadable.

*User Interface Impact:* No

*Prerequisites:*

# Update a codetable description, such as Benefit Fraud in the CT_InvestigateConfigType.ctx codetable file, to make the codetable description of the entry a long text string.
# Rebuild the database and restart the application.

*Steps to Reproduce:* 

# Log in as a caseworker.
# Register a new Person.
# Click the Issues and Proceedings tab and select Investigations.
# Click the New Investigation page-level action.
# Click the arrow on the Type drop-down to see the entries.
# Issue: The Benefit Fraud entry is too long and gets truncated.

*Resolution:*
Codetable drop-down menu items display the full description for long text values. The descriptions are now wrapped rather than truncated.

"
SPM-131595,,Inconsistent JMX SQL data when many slow queries are executed,CEF,Technical Services,Server Development Environment,Data Access Layer,"*Issue Description:*
JMX counters get reset for long-running SQL statements.

*User Interface Impact:* No

*Steps to Reproduce:*

# Download JMX statistics from a running JVM.
# Take note of the Execution counts for the statements listed in ?SQLStats?.
# Pick an SQL statement which has had more than two executions.
# Cause the statement to be executed and block its execution - this could be done by setting a breakpoint in a browser or by executing a SQL update on a record locked by another connection.
# After about 10 seconds allow the blocked statement to complete.
# Download JMX statistics from the JVM again.
# Check the Executions figure for the SQL statement you blocked.
# Issue: The statistics for the SQL statement you delayed have been reset.

*Resolution:*
The JMX statistics for SQL statements no longer automatically reset for long-running SQL statements.

"
SPM-130970,DT036968,Actions column in Versions list for a dynamic evidence showing unnecessary text 'container disabled AS' twice,CEF,,,,"*Issue Description:*
In the administration application, when viewing the version information for dynamic evidence, an unexpected column displaying the text ?container disabled AS? is shown. 

*User Interface Impact:* No 

*Steps to Reproduce:*

# Log in as an administrator.
# Select the shortcuts tab and expand the Rules and Evidence section.
# Select dynamic evidence to open the Dynamic Evidence list.
# Expand a dynamic evidence record.
# Issue:  An unexpected column displaying ?container disabled AS? is shown on the Versions tab.

*Resolution:*
When viewing the Versions information for a dynamic evidence type in the administration application, it is displayed without the additional column.

"
SPM-130957,,"Long text values are truncated and overlapping on the context panel preview ",Accessibility,,,,"*Issue Description:*
Long text values are truncated and overlapping on the context panel preview. 

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person, enter First, Middle and Last Name details.  
# Enter a long address and a record phone number for the person.
# Click the Evidence tab.
# Select the New button and add Email Addresses evidence.
# Select Person under Searches in the shortcuts panel. 
# Search for the person registered above. 
# Expand the search results row to view the context panel preview.
# Issue: Field labels and values overlap on the preview and long values such as ?Name' or 'Address? are truncated making the details difficult to read. 

*Resolution:*
Field labels and values no longer overlap on the context panel.  Long values such as 'Name' and 'Address' now wrap in the context panel.

"
SPM-130955,,"Content overlaps and is truncated on the person context panel when viewed zoomed to 200% ",Accessibility,,,,"*Issue Description:*
When viewing the Context panel for a person with a long address at 200% zoom, fields are overlapping and values are truncated making it more difficult to read.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a Child Welfare intake worker.
# Register a new Person, enter First, Middle and Last Name details.  
# Enter a long address and record phone number details for the person.
# Click the Evidence tab.
# Select the New button and add Email Addresses evidence.
# Select New Intake under Intakes in the shortcuts panel.
# Select Child Protection Services as the intake category and click Save.
# Click the Participants tab on the intake home page.
# Click the New Participant button.
# Enter the first name of the person registered, select any role from the list of Roles, and click Next.
# Zoom to 200%.
# On the probable matches modal, expand the registered person row to view the context panel preview.
# Issue: Fields with long values, for example, 'Address? displays truncated text and some fields are overlapping making the details difficult to read.

*Resolution:*
The overlapping issue is now resolved. The person detail fields such as name, address, age and email are wrapped to the next line so that the full details are readable when viewed using zoom. 

"
SPM-130949,DT037059,"Screens with file upload widgets do not announce the name of the selected file when accessed by screen readers ",Accessibility,,,,"*Issue Description:*
When a screen reader reads out the File Upload widget, it does not announce the name of the selected file. This creates a confusing experience for screen reader users. All screens that use the File Upload widget are affected.

*User Interface Impact:* No

*Steps to Reproduce:*

# Enable a screen reader. 
# Log in as a caseworker.
# Register a new Person.
# Open the Client Contact tab and select Attachments.
# Click New Attachment.
# Click the ?Browse? button and select a file. Once the dialog closes and you are returned to the modal, the selected file?s name is visible next to the ?Browse? button.
# Issue: The screen reader does not announce the filename of the uploaded file.

*Resolution:*
The name of the selected file is now announced by the screen reader.

 "
SPM-130918,DT036842,Case owner name is cropped in the product delivery case context panel,Accessibility,,,,"*Issue Description:*
The case owner's name is cropped in the product delivery case context panel and a scrollbar appears when the case owner has a long name.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an Insurance Affordability caseworker.
# Register a new person.
# Submit a simple HCR Insurance Affordability application with 1 member without income. This should create a Streamlined Medicaid product delivery case.
# Authorize the application case.
# Navigate to the active Streamlined Medicaid product delivery case.
# Change the case owner to one with a long name, such as the work queue, for example, ?Application Ready For Determination Work Queue?.
# Refresh the product delivery case tab.
# Issue: The case owner's name is cropped in the product delivery case context panel.

*Resolution:*
The CSS for context panels within HCR has been adjusted to improve the layout. This will help with readability and will ensure that context panels display values correctly and will result in less need for scrolling by users.

"
SPM-130888,DT036841 DT036993,The shortcuts and smart panel buttons both have a nested interactive control button,Accessibility,,,,"*Issue Description:*
On the smart panel, an anchor element is nested inside a div element. Both elements have an aria role of ?button,? but only one interactive control should be present.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Navigate to the Cases and Outcomes workspace.
# Use the browser tools to inspect the HTML.
# Inspect the button for expanding and closing the shortcuts panel.
# Register a new Person.
# Inspect the button for expanding and closing the smart panel on the person home tab.
# Issue: An anchor element is nested inside a div element. Both elements have an aria role of ?button?, whereas only one interactive control should be present.

*Resolution:*
The shortcuts and smart panel buttons now have one nested interactive control button.


"
SPM-130873,,Users.modify can be a bottleneck during pods warmup,CEF,Application Development Environment,Security Management,Data Access Layer,"*Issue Description:*
Some login attempts fail with a Record Changed Exception when the same username is used for multiple simultaneous logins. The failure is because each login updates the lastSuccessLogin date/time column on the Users table. Multiple simultaneous logins with the same username may experience contention by trying to update the same user record.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in to the application from multiple browsers with the same username simultaneously. 
# Issue: One or more of the login attempts will fail. 

*Resolution:*
For usernames listed in the application property ?curam.security.default.system.users', the user?s record is not updated during a successful login. The login will still be recorded in the AuthenticationLog table.

(This application property is also used to maintain the list of internal system users for which the alternative login mechanism is not called when 'curam.security.altlogin.enabled' is set to 'True'.)

For a failed login, the user record will always updated to increment the failed login attempts counter and possibly disable the account. Additionally, for the first successful login after a failed login attempt, the user record will be updated to reset the failed login attempts counter to zero.

"
SPM-130861,DT036839,Unnecessary scrollbar on the date picker modal in the Calendar section,Look and Feel,,,,"*Issue Description:*
There is an unnecessary scrollbar on the date picker modal in the Calendar section.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Navigate to the Calendar section.
# Click the calendar icon in the ?Go to date? field.
# The date picker opens in a modal dialog.
# Issue: The modal size cannot display the date picker, and a scrollbar appears.

*Resolution:*
The modal containing the date picker in the Calendar section is now sized appropriately, and a scrollbar no longer appears.

"
SPM-130835,DT036836,Reserved icon for a task fails non-text contrast,Accessibility,,,,"*Issue Description:*
Reserved icon for a task fails for non-text contrast checks.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# Navigate to Administration and select Tasks.
# From the actions menu, select New Task.
# Enter the necessary details and select 'Add to My Tasks'.
# Click Save.
# Issue: The reserved icon next to the newly created task fails for non-text contrast checks.

*Resolution:*
The icon has been removed and replaced by a new column titled ?Worked on by?.

"
SPM-130831,DT036831,An unhandled server exception displays after using a work queue in the My Cases search and  that work queue is subsequently deleted,CEF,Administration Suite,,,"*Issue Description:*
The My Cases page returns an application error when a work queue used in a My Cases search is deleted from the administration application.

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as an administrator.
# Select Work Queues under Workflow in the shortcuts panel.
# Click the New Work Queue action.
# Provide a Work Queue name, select the User Subscription Allowed checkbox and search for and select an administrator.
# Log out. 
# Log in as a caseworker.
# Select the Inbox tab and expand the shortcuts panel.
# Expand the Work Queues section and select ?Subscribe to a Work Queue?.
# Search for and subscribe to the work queue created in the administration application. 
# Select My Cases under the Cases section in the Cases and Outcomes shortcuts panel.
# Select the subscribed work queue in the Owner field and perform a search.
# Log out. 
# Log in as an administrator. 
# Select Work Queues under Workflow in the shortcuts panel.
# Expand the list item view for the Work Queue created earlier and select the Work Queue Subscriptions tab. 
# Delete the user subscription.
# Delete the work queue. 
# Log out. 
# Log in as a caseworker and navigate to the My Cases page.
# Issue: The following error is presented to the caseworker: ?An Application Error Has Occurred?.

*Resolution:*
The page loads without an error and works as expected.

"
SPM-130828," DT036832",Horizontal scrollbar appears on home page,Look and Feel,,,,"*Issue Description:*
An unnecessary horizontal scrollbar appears on the home page.

*User Interface Impact:* No

*Steps to Reproduce:*

# Ensure visible scrollbars are enabled on your operating system.
# Log in as a caseworker.
# Issue: There is a horizontal scrollbar on the home page.

*Resolution:*
The home page styles have been updated so the unnecessary horizontal scrollbar no longer appears.

"
SPM-130735,DT036828,Overpayment and underpayment links in the product delivery context panel should only be displayed if/when overpayments and underpayments exist,CEF,Financial Management,Financials,,"*Issue Description:*
Overpayment and underpayment links are always displayed on the right-hand side of the context panel of the product delivery case, even when there are no overpayments or underpayments. 

*User Interface Impact:* No

*Steps to Reproduce:*

# Log in as a caseworker.
# Register a new Person.
# Create an integrated case for the person.
# Create an associated product delivery.
# Issue: The overpayment and underpayment links are always displayed on the right-hand side of the product delivery content panel.

*Resolution:*
With this fix, the Overpayments link in the context panel will be displayed only when there is at least one overpayment for the product delivery case. Similarly, the Underpayments link will be displayed only when there is at least one underpayment. When there are no overpayments or underpayments, the links will not be shown in the context panel.

If customers wish to always see these links displayed, even when the count is zero, they can customize the product delivery context panel to override this default behavior.

"
SPM-130530,DT036821,Unable to rectify date after clicking the save button on an invalid entry,CEF,Application Development Environment,Client Development Environment,,"*Issue Description:*
When an invalid date is entered in a date field, for example, 1124/2023, the user cannot update or modify the date. Manual correction by inserting the missing '/' results in the cursor moving to the end of the field preventing the user from fixing the date.

*User Interface Impact:* No

*Steps to reproduce:*

# Log in as a caseworker.
# Register a Person.
# Select the Evidence tab and click the New Evidence page action.
# On the New Evidence modal select the Add row-level action for an evidence, for example, Addresses.
# Enter an invalid date, for example, 1124/2023, in the Received Date field and click Save.
# Update the Received Date by manually inserting the missing '/'.
# Issue: The user cannot update or correct the date value in the date field.

*Resolution:*
The date field now correctly handles any characters typed.

"
SPM-130483,,"Update the Simple Logging Facade for Java JAR files, slf4j-api and slf4j-jdk14, to the latest versions",Third Party Updates,,,,"The SLF4J (Simple Logging Facade for Java) library serves as a simple facade or abstraction for various logging frameworks, allowing the end user to plug in the desired logging framework at deployment time. The library is used in the Cúram caching infrastructure.

The version of the slf4j libraries has now been updated from 2.0.7 to 2.0.13. The new version contains some defect fixes and minor enhancements. As a result of this upgrade, the following changes have been made to the Cúram deliverable.

* CuramSDEJ/lib/third&#95;party&#95;version.properties  - the version of the slf4j JAR files have been updated.
* CuramSDEJ/lib/slf4j-api-2.0.13.jar  - new JAR added. 
* CuramSDEJ/lib/slf4j-api-2.0.7.jar  - old JAR removed.
* CuramSDEJ/lib/slf4j-jdk14-2.0.13.jar  - new JAR added. 
* CuramSDEJ/lib/slf4j-jdk14-2.0.7.jar  - old JAR removed.
* CuramCDEJ/lib/ext/jar/slf4j-api-2.0.13.jar  - new JAR added. 
* CuramCDEJ/lib/ext/jar/slf4j-api-2.0.7.jar  - old JAR removed.
* CuramCDEJ/lib/ext/jar/slf4j-jdk14-2.0.13.jar  - new JAR added. 
* CuramCDEJ/lib/ext/jar/slf4j-jdk14-2.0.7.jar  - old JAR removed.

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR files that are specified above.

"
SPM-130474,,Update the log4j JAR files to the latest version,Third Party Updates,,,,"Apache Log4j is a Java-based logging utility that is used as the logging provider for the Cúram product.

The version of the Log4j used by the Cúram application has now been updated from 2.20.0 to 2.23.1. This new JAR file contains some minor bug fixes and enhancements.

As a result of this upgrade, the following changes have been made to the Java Development Environment (JDE) deliverable.

* CuramSDEJlibthird&#95;party&#95;version.properties - the versions of the specified Log4j JAR files have been updated.
* CuramSDEJliblog4j-api-2.23.1.jar - new JAR added.
* CuramSDEJliblog4j-api-2.20.0.jar - old JAR removed.
* CuramSDEJliblog4j-core-2.23.1.jar - new JAR added.
* CuramSDEJliblog4j-core-2.20.0.jar - old JAR removed.
* CuramSDEJxmlserverlog4j-api-2.23.1.jar - new JAR added.
* CuramSDEJxmlserverlog4j-api-2.20.0.jar- old JAR removed.
* CuramSDEJxmlserverlog4j-core-2.23.1.jar - new JAR added.
* CuramSDEJxmlserverlog4j-core-2.20.0.jar - old JAR removed.
* CuramCDEJlibextjarlog4j-api-2.23.1.jar - new JAR added.
* CuramCDEJlibextjarlog4j-api-2.20.0.jar - old JAR removed.
* CuramCDEJlibextjarlog4j-core-2.23.1.jar - new JAR added.
* CuramCDEJlibextjarlog4j-core-2.20.0.jar - old JAR removed.

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR files that are specified above.

"
SPM-130445,,Update the liberty-ant-tasks JAR file to the latest version,Third Party Updates,,,,"The liberty-ant-tasks JAR file provides tools used for managing and deploying Liberty applications using Ant scripts. It provides a set of Ant tasks that can be used to build, package, and deploy Liberty applications. In Cúram, the JAR file is used for precompiling JSPs as WebSphere Liberty does not have a native JSP Batch Precompiler similar to that of traditional WebSphere Application Server or WebLogic.

The version of the liberty-ant-tasks library has now been updated from 1.9.12 to 1.9.15. The new version contains some defect fixes and minor enhancements. As a result of this upgrade, the following changes have been made to the Cúram deliverable.

* CuramSDEJ/lib/third&#95;party&#95;version.properties  - the version of the liberty-ant-tasks JAR file has been updated.
* CuramSDEJ/lib/liberty-ant-tasks-1.9.12.jar  - old JAR removed.
* CuramSDEJ/lib/liberty-ant-tasks-1.9.15.jar  - new JAR added. 

We recommend that you update any references in custom scripts and other artifacts to point to the new version of the JAR file that is specified above.

"
